Animal,Epoch,Cell,Theta_deg_all,Theta_Pval_all,before_distance_all,after_distance_all,Number_events_all,Theta_deg_ctr,Theta_Pval_ctr,before_distance_ctr,after_distance_ctr,Number_events_ctr,Theta_deg_nov,Theta_Pval_nov,before_distance_nov,after_distance_nov,Number_events_nov,Theta_deg_ptnr,Theta_Pval_ptnr,before_distance_ptnr,after_distance_ptnr,Number_events_ptnr,Dev_Nov_post,Pval_Nov_post,Dev_Ptnr_post,Pval_Ptnr_post,Dev_Nov_pre,P_val_Nov_pre,Dev_Ptnr_pre,P_val_Ptnr_pre,Napp_05,Papp_05,N_ongoing_motion,P_ongoing_motion,newvar,P_app_categories,N_app_categories,P_app_dep_cells,N_app_dep
440,2,16,100.249219512195,81.7,.20223748416157,57.8321995085783,41, , , , ,0, , , , ,0,86.2208292682927,23.7,.2369578021505,57.684067991084,41, , ,.873857435,81.8, , ,-.040504766,45.1, ,0, ,0,0,0,1,0, 
440,2,18,101.426235294118,86,.191049731745425,40.7235214587344,51,74.436,29.5,7.33426206240271,186.495688422012,1,76.717,19.4,21.459430647579,214.246998661329,2,90.2280208333333,36.1,.241241119436863,46.2579218804418,48,-.150946706,65.9,.467312406,67.7,.210744695,46.4,-.155953344,40.8,0,0,0,0,0,0,0,0,0
440,2,19,98.601085106383,76.2,.15033296378372,47.8284476018196,47, , , , ,0,104.963,45.1,21.2854057983398,184.961947437845,3,102.880477272727,87.5,.194999999999995,48.3011973847025,44,-.121182934,52.2,-.265347388,37,-1.06055494,6.5,.473853598,67.8,0,0,0,0,0,0,1,0,0
440,2,20,86.544052631579,30.9,5.18817887124184,211.719413611506,19,134.25,75.6,19.4614787009694,221.000883457887,2,76.2916,8.4,15.4065732724704,186.725977303641,5,109.914916666667,87.5,1.84114291621243,230.284906093961,12,1.082675296,96.5,.094406412,60,.38368324,68.1,-.199105916,24.5,0,0,0,0,0,0,0,0,2
440,2,21,101.408085714286,82,.180000000000007,75.4612453912603,35,95.379,41.5,6.40139472063375,228.076779805194,2,84.053,20.5,6.90052703108609,187.765213931005,4,92.2275862068966,49.3,.623939099592264,124.60576270783,29,3.656189794,98.2,-.317719499,36.7,1.405514579,98,-.047267919,44.9,0,0,0,0,0,0,0,0,2
440,2,22,94.6599411764706,54.7,.851916075678843,207.467331425938,17,135.205,59.8,20.0326783032125,191.224240356708,1,108.0585,49,35.2472049015945,128.931822534986,2,110.700142857143,88.1,3.45569782758823,203.061377001998,14,1.416818764,91.1,-.281856649,23,.257012315,50,-.592032977,10.4,0,0,0,0,0,0,0,0,0
440,2,23,98.0448955223881,78.2,.155241746962604,42.4248382436516,67, , , , ,0, , , , ,0,97.9238955223881,75.6,.280713376952366,42.4030671060479,67, , ,1.069641459,86.7, , ,-.050549461,44.2, ,0, ,0,0,0,1,0, 
445,2,1,110.8979375,87.5,26.293669242801,608.352694786937,16,90.096,40.4,37.128761035079,631.465695137907,1,92.7564,46.9,83.2514174053512,410.190342402158,5,77.3082,17.1,18.4295202525413,539.631555775103,10,-.680987316,15.9,.014589184,44.6,.339004515,67,.212921524,68.3,0,0,0,0,0,0,0,0,0
445,2,2,127.414333333333,81.9,38.540260767151,502.475542190861,3, , , , ,0, , , , ,0,118.280666666667,76.8,39.9760790973802,566.377796616358,3, , ,-.042515979,43.1, , ,.133013059,70, ,0, ,0,0,0,1,0, 
445,2,3,68.2712222222222,2.7,20.7836097820824,667.481439683808,18,175.683,89.7,91.954806834662,384.155089124171,1,113.690666666667,77.3,98.6858328231565,358.596743571383,3,99.7372857142857,64.6,98.8451067785723,645.824251361655,14,-1.04128064,9.9,-.872636615,14.4,.783822578,87.5,.932019551,90.2,0,0,0,0,0,0,2,0,0
445,2,4,72.4572857142857,14,97.7519513871718,407.605557003336,7,6.881,3.5,51.0472800450719,538.950870673756,1,73.414,29.5,4.5103381139949,496.154539613559,2,75.972,26,4.11929094142824,434.620241101603,4,4.439601656,99.4,-.158127246,38.1,.90705267,87.4,-.334092991,24.9,0,0,0,0,0,0,0,0,2
445,2,5,90.1398571428572,39.2,22.6591553461289,398.5660679235,7,11.16,6.1,10.3182169002207,618.986912462614,1,96.888,50.8,141.920883945951,395.030032782319,3,131.201,87.8,4.66164134184519,560.735852340476,3,-.164033907,40.8,-.182506026,29.2,-.419927434,21.8,.523997604,86.3,0,0,0,0,0,0,0,0,0
445,2,6,124.993727272727,96.9,17.628896732354,518.857634905761,11,97.931,45.7,94.6942420541277,537.497212046262,2,107.128333333333,65.1,51.7903543142929,427.561468095524,3,137.240333333333,97.1,40.3060396533252,505.615530797948,6,-.439130086,22.5,1.322177898,92.1,.172299825,58.4,.227096442,68.5,0,0,0,0,0,0,0,0,0
445,2,7,71.8734285714286,14.4,7.33959808163906,562.666211265613,7, , , , ,0,90.524,46.9,54.6977376131774,473.22174854924,1,92.1928333333333,45.3,15.4269757802084,470.18348696119,6,-.68593099,15.5,-.439704508,23.8,-.474349575,19.6,-.075969412,38.3,0,0,0,0,0,0,0,0,0
445,2,9,98.9920476190476,65.2,9.86937997039328,540.402173385711,21,137.615,79.6,116.013228799871,429.919661349438,2,105.354166666667,65.7,164.313588597591,400.396299719347,6,139.519,100,13.5905996924345,632.86099911434,13,3.406849629,99,-.048861827,36.6,-.42161222,25.8,-.29732394,22.4,0,0,0,0,0,0,0,0,2
445,2,10,98.9189285714286,62.6,21.3361758686529,613.319798934764,14, , , , ,0,116.9215,70.2,38.6271127552634,375.18436359587,2,108.321,81.5,18.4346293141061,471.024253296882,12,-.697559629,17,.247133652,71.5,-.327266254,28.2,-.472002204,21.2,0,0,0,0,0,0,0,0,0
445,2,12,94.8982352941176,54,19.1995546823357,542.631979337746,17,123.4535,67.6,9.64959024765039,325.636570775017,2,81.9575,35.4,77.2241048251883,458.557182932112,2,110.224230769231,84.8,13.2109348647247,627.272864708812,13,-.66211852,17.9,2.614866355,98.4,.148341673,54.4,-.205608235,25.4,0,0,0,0,0,0,0,2,0
445,2,15,93.5194838709677,46.6,24.4862267407618,810.157292937612,31,129.899,82,104.385925507225,531.351882371748,3,149.3925,89,174.559214930239,551.673853133846,2,117.503307692308,98.8,4.85350975530153,795.121184362571,26,1.915127263,94.9,.181893087,54.7,-.501275107,20.2,-.233753566,25.1,0,0,0,0,0,0,0,0,0
445,2,16,124.539052631579,99.6,.384707681233458,726.57897051869,19, , , , ,0,150.65975,98.8,58.660313409092,152.684314787345,4,97.3570666666667,57.6,17.4387212833969,719.706565900298,15,-1.095273382,8.2,.152808042,62.8,-1.23190543,8.5,.185571933,53.9,0,0,1,0,0,0,1,0,0
445,2,17,80.9031428571429,28,5.19778799105925,456.928881337129,7, , , , ,0,92.933,50.4,19.02223392184,350.008335528906,2,101.8854,62,10.8755018734769,580.978234446007,5,-.137645253,56,-.201831743,27.9,.236090788,62.3,-.182711448,27.8,0,0,0,0,0,0,0,0,0
445,2,18,94.1318333333333,49.4,.3940781447927,568.189547455419,6,59.017,24.1,17.5453584745368,609.757538000966,1, , , , ,0,79.7744,27.4,17.990069482912,593.883652417711,5, , ,.036208164,50.6, , ,.085241991,65, ,0, ,0,0,0,1,0, 
445,2,19,96.4541,57.9,25.6683484281056,593.150871830293,20,105.558333333333,55.5,99.1816515288992,495.807875391265,3,48.858,13.6,17.7434740671244,543.712701519176,2,86.4341333333333,27.3,17.7954404272555,671.399888144167,15,-.563040663,23.9,-.245935041,23.2,.294397598,64.6,-.021854903,33.8,0,0,0,0,0,0,0,0,0
445,2,21,95.2867777777778,51.7,38.540260767151,484.360644251781,9,160.716,81.2,56.882166801204,471.978128518685,1,93.366,48.2,14.1809925691665,446.012125425613,2,110.322833333333,73.9,43.1864224312688,464.718582043,6,.215616888,74.2,.486070662,79.1,.069690019,48.4,.777555201,85.9,0,0,0,0,0,0,0,0,0
445,2,22,126.409333333333,97,57.4586686236289,480.337772197857,9,133.877,64,69.3999344380093,518.672082341049,1,126.233666666667,82.1,82.8794304999739,498.583609939196,3,114.0852,75.8,14.5679442612882,591.517315469294,5,-.382473933,25.3,1.246186844,92.9,-.196774674,30.1,.833976433,89.8,0,0,0,0,0,0,0,0,0
445,2,23,104.786714285714,87.6,9.0150374375262,807.001708548377,35, , , , ,0,93.0988333333333,46.7,41.895759074906,412.079963873642,6,93.6211034482759,46.6,21.9382063988833,681.099807737456,29,2.920591853,97.9,.137914894,45.9,.748103,84.5,.158269493,47.5,0,0,0,0,0,0,0,0,2
445,2,24,72.6433636363636,3.6,60.2547430776316,406.397070630933,22,100.3132,47.9,128.592432514515,467.948657974355,5,96.6951666666667,51.2,66.1674113955035,463.426513954789,6,91.1347,44.2,28.5725900121077,500.143791823911,11,-1.044394423,10.4,3.805181055,99.3,-.20635506,33.9,4.871231437,99.9,0,0,0,0,0,0,0,2,0
445,2,26,104.073217391304,82,24.935406553734,573.962987047074,23,72.531,26.6,25.3939410237572,624.356979967838,2,69.0036666666667,8.2,83.8012374610304,441.521420205181,9,61.5848333333333,1.4,52.5915884641559,494.266194994444,12,2.002518357,97,1.227528928,94,-2.965615552,1.1,1.435911776,94.5,0,0,0,0,0,0,1,0,2
445,2,27,93.0022881355933,48.2,13.3629338096093,849.680386086439,59,90.637,37.9,99.8867804066185,417.034787277992,3,118.699785714286,95.9,54.0225528694851,589.728081142527,14,91.8603333333333,42.3,12.9555382981087,952.264133224402,42,-.263531782,33.2,-.119175633,31.3,.321210893,61.2,.38658489,62.6,0,0,0,0,0,0,0,0,0
445,2,30,88.4761428571429,28.8,19.0292866393555,1021.27860779648,42, , , , ,0,129.838142857143,95.6,37.0886505551226,497.544418620087,7,83.8901142857143,13.3,11.9003403312679,808.167634652613,35,4.226256121,99.6,1.394331226,95.8,-.845920213,14,-.012970697,34.6,0,0,0,0,0,0,0,2,2
445,2,31,98.69548,63.6,17.7887943380096,777.443323850684,25,63.2046666666667,4.2,74.2998253893877,440.059994708076,6,6.7155,.1,103.107465656491,511.401293747713,2,105.601764705882,81.2,1.01138518873865,727.969507603169,17,-.796208262,12.3,.244066755,73.7,-1.705131751,5.6,.168628247,52.7,0,0,0,0,0,0,1,0,0
445,2,34,101.092977272727,84.8,15.3316111013532,1066.83871956398,44, , , , ,0,56.9595,8.7,32.4844697005095,468.54204289228,4,112.2394,97.3,19.5805757189263,928.296475101259,40,-.213646282,41.1,.387275592,74.2,.098379755,50.8,-.199775649,26.9,0,0,0,0,0,0,0,0,0
445,2,35,85.6113636363636,26.1,19.3998768692201,744.887459359772,22,129.973,59.6,93.5448256185237,344.167775656002,1,50.01375,5.9,108.02967336797,535.168154487885,4,112.388235294118,92.3,27.8958993402256,700.695838220836,17,.223842157,71,3.107632592,98.6,.483460614,75,-.771301222,13.1,0,0,0,0,0,0,0,2,0
445,2,36,102.073866666667,74.5,23.1330189123685,693.255824786204,15,95.7843333333333,45.5,32.6407076516426,463.133576087936,3,64.7106666666667,18.4,124.052798839849,472.250817362977,3,71.828,9.3,2.36279495513259,485.948669099937,9,-.837913125,12.2,.055998992,47.9,-2.562694499,1.5,-.002991011,39.9,0,0,0,0,0,0,1,0,0
445,2,37,78.1929,9.1,19.8727420052327,620.409353726181,20,180,97,3.7820761494185,3.7820761494185,1,88.1645,40.4,28.4034130623327,469.644429403246,4,84.3897333333333,24.7,38.5246330157732,729.143159125833,15,-.014335722,54.7,.091171096,51.2,-.451387834,25.6,.129671748,46.9,0,0,0,0,0,0,0,0,0
445,2,38,104.12935,84.7,7.16348519383776,944.360884515204,40,105.7065,52.9,108.567984061195,390.589310810084,2,80.4552,29.7,75.7856345226456,236.273883448848,5,100.695666666667,76.7,6.15222114361958,839.47485971886,33,-.171544869,35.7,.283951364,63.1,-.522039311,21.5,.336878594,62.6,0,0,0,0,0,0,0,0,0
445,2,39,79.3059454545455,3,16.5704858106213,901.432939768677,55,123.348333333333,75.8,28.8854347935124,163.748550515725,4,113.825888888889,86,50.0960437559694,459.088924283738,9,99.2192380952381,74.1,8.62168493085152,1043.16282354375,42,-.066616249,48.2,.516254104,85.8,.188994045,56.7,2.069942259,98.7,0,0,0,0,0,0,0,0,0
445,2,40,87.3843934426229,19.4,56.7483048204967,946.876970308181,61,86.6208571428571,24.5,49.5402876455113,447.320968097853,7,97.4573529411765,68.1,49.6770822412106,579.159513864704,17,95.4904166666667,52.7,45.2964148691704,720.782687708299,37,1.381499669,93,2.03243664,98,.265141882,56.4,.503943405,81.2,0,0,0,0,0,0,0,2,0
445,2,42,72.2625294117647,1.2,28.4695077451442,780.620985914453,34,14.949,6.4,47.2890801454204,563.851030769653,1,142.097571428571,99.2,43.7670343980489,397.382842231519,7,109.181153846154,93.7,38.1043772881879,698.313028507328,26,1.906211185,97,.916792398,91.9,-1.13610793,10.7,3.020345384,99.2,0,0,0,0,0,0,0,0,2
445,2,43,65.1041764705882,1.4,97.5463961405033,630.730009116421,17,83.793,26.2,62.6629610840785,443.205331383906,4,162.758,85.9,34.0185037883796,141.874134711018,1,111.435,86.9,6.82639042650406,554.997181061565,12,-.243826348,35.5,.195156504,70.9,1.036574574,90.5,.488092748,83.2,0,0,0,0,0,0,0,0,0
451,2,1,93.7928333333333,59.7,.553199722315639,51.196040176794,12,101.213090909091,79.7,.762954782408496,57.8058725390423,11, , , , ,0,105.327,60.7,.240416305603442,65.095085067922,1, , ,-.105661371,45.2, , ,.070451726,57.6, ,0, ,0,0,0,1,0, 
451,2,4,125.465,83.7,1.00902663864882,148.386567129028,2,99.831,57.5,1.46000000000001,66.1209996899624,1, , , , ,0,48.765,23.7,5.6545380005797,122.636128445088,1, , ,-.084115377,47.6, , ,.019481454,35.5, ,0, ,0,0,0,1,0, 
451,2,5,86.1626296296297,33.8,2.7158792314829,49.5304068224763,27,85.9763181818182,40.7,2.21541716259921,50.5612673978871,22,95.09725,59.8,.487919331125256,67.807948220014,4,155.14,87.1,.174642491965695,87.4828011668579,1,-1.707975336,3.3,-.355273344,19.3,.196471062,61.7,.072498432,37.5,1,0,0,0,0,0,2,0,1
451,2,8,86.2065263157895,37.1,1.69118301789015,52.9570542987429,19,82.3764705882353,28,3.61178626167162,48.9406763337001,17,115.067,68.2,19.5009871545007,70.8354558113379,1,96.254,55.2,.550090901578985,94.9688559476211,1,-.082276336,46,-.443783318,13,.405411507,79.7,.053793951,47.2,0,0,0,0,0,0,0,0,0
451,2,9,80.08365,7.5,1.89984394227762,34.3476626522674,40,90.000935483871,51.6,1.44516435051522,39.7766627559427,31,66.504,22.1,19.5157577357375,47.8467438808536,3,101.689666666667,74.2,.145814601535038,65.3278631351789,6,.013390747,56.7,-.061913635,51.6,.292026051,72.8,.034813755,49.9,0,0,0,0,0,0,0,0,0
451,2,11,95.4306153846154,66.7,1.07200746266061,31.4298854595431,39,94.4714705882353,71.8,1.24763477500633,29.1672189315403,34,107.85125,73.9,.856817549233665,69.1606129019529,4,125.507,74.3,7.92455046043619,12.4804166597113,1,-.143807588,41.7,1.810309034,95.9,-.152171163,38.4,-.296766984,13.8,0,0,0,0,0,0,0,2,0
451,2,13,86.0015263157895,34.7,1.67358895789857,46.7426742923423,19,84.8468666666667,38.3,1.65746794840806,46.6891207884663,15,149.258,83.4,.511566222497137,39.1496423993885,1,151.213333333333,99,10.0384510757387,90.8540422876164,3,-2.61000617,.7,-.702391065,11.6,1.011071672,95.6,.654656014,89.9,1,0,0,0,0,0,2,0,1
451,2,14,100.797377777778,89.4,2.65333752093475,58.5942940908072,45,95.3255555555556,72,.602079728939628,29.494346915977,27,110.0291,89.1,3.72852963381533,51.3379189594806,10,106.559875,86.9,4.0860183860651,64.7407429298636,8,1.636123198,94.7,-.380881149,25.2,-1.01609423,13,-.151383265,35.6,0,0,0,0,0,0,0,0,0
451,2,15,88.7655625,47.8,1.34408397873198,63.7093928718612,16,119.879909090909,98,.196468827043878,41.6513841306625,11,92.36875,52.4,.256281158727617,69.0133494413988,4,20.519,8.9,4.18437570014927,92.5942687211255,1,-.102544465,44.6,2.398574456,97.6,-.067806066,41.4,1.359011587,96.1,0,0,0,0,0,0,0,2,0
451,2,16,98.6655789473684,79.6,2.59266148564755,38.2288903044837,38,90.3398387096774,56.2,2.39069027688655,31.587456371161,31,142.6845,98.1,.440112340982669,51.8137850037671,4,47.865,5.9,4.87647413609463,47.5420193092384,3,.3192739,71.4,-.017561963,52.8,.025353616,49.3,.088571557,56.1,0,0,0,0,0,0,0,0,0
451,2,17,76.6275135135135,3.9,1.65746794840806,54.227269892555,37,77.2434090909091,17.3,.550284294880949,33.0779349942357,22,83.7254,42.4,.871435597161376,68.7020378154826,5,98.3198,75.2,.153834384821178,81.1757824433736,10,-1.793784769,3.7,-.048910299,45.5,-.227745591,34.5,-.613752257,15.8,1,0,0,0,0,0,2,0,1
451,2,19,70.8121538461538,3.1,4.05039813878637,178.589301791819,26,97.6555833333334,73,.687420853987161,31.2483401088196,12,80.52275,23,.327878690498459,62.609922652429,12,92.853,52.7,.321143173075957,91.4908177187631,2,.259975991,68.4,-.376580134,23.1,.34105185,69.6,-.263510153,21.6,0,0,0,0,0,0,0,0,0
451,2,20,84.4935,17,4.90869691120827,66.4378116387154,46,99.2526923076923,84.1,2.358030529156,48.7127917528267,26,77.613,33.8,.0894427190999611,62.1366526295068,3,89.4862352941176,49.3,.303644529013781,73.8428581516182,17,.504299644,83.7,.004762166,51.8,.110060721,57.3,-.284471374,28.2,0,0,0,0,0,0,0,0,0
451,2,22,70.5505294117647,2.3,2.7208652166472,178.713459634406,34,88.1940625,46.5,2.50111220095735,30.1600549532348,16,64.3163333333333,5,.871435597161376,65.1161308740008,9,95.6094444444444,64.9,.202484567313181,66.848548974529,9,-.628577803,20.3,2.285878979,98.1,-.358988846,30.5,.22189872,67.4,0,0,0,0,0,0,0,2,0
451,2,23,89.8433877551021,33.8,2.61227869876093,51.5388600960479,49,95.7431666666667,65.9,1.28949265829915,27.1703613733805,36,144.667,92.8,.324500705860154,30.9737250461512,2,89.8322727272727,52.3,.291547594742253,77.5300103185857,11,-.080925973,59.1,-.711018839,16.6,-3.656419933,1.7,.260776817,70,0,0,0,0,0,0,1,0,0
451,2,24,84.0427205882353,5.8,1.84997475332403,104.224538127654,68,109.784113207547,99.1,1.63196200936173,120.560325148865,53,90.327,47.5,3.83055668994694,49.3800605468983,8,100.907714285714,75,.214009345590292,61.691459700675,7,-.932575411,12.5,.015232501,50.6,.218801689,65.7,.332351104,76.8,0,0,0,0,0,0,0,0,0
451,2,29,124.185333333333,94.6,13.5844061704203,36.0744996400426,6,98.5988,65.1,7.06804782100401,19.8423385718519,5, , , , ,0,96.254,55.1,.550090901578985,94.9688559476211,1, , ,-.473583568,12.5, , ,.046287497,43.2, ,0, ,0,0,0,1,0, 
451,2,30,105.522071428571,88.9,1.934373283521,65.3655452054062,15,78.0042,25.3,2.39943743406657,50.8467747256402,11,57.226,19.5,6.33993503581711,59.2849325178477,2,127.5695,85.9,9.02641739954537,82.3177700096857,2,-.091132245,42.5,-.339852577,27.4,.034194841,35.6,.714658095,89.7,0,0,0,0,0,0,0,0,0
451,2,31,94.5840425531915,60.5,1.25239770041308,53.1821445599931,47,90.1266071428571,53.4,.365743620934115,24.125430161242,28,80.1019090909091,25.5,.322490309931931,66.3070049089838,11,68.907875,13.8,.406242307150027,81.7495270724414,8,.054650281,58.9,-.351801609,26.2,-.398746525,27.6,-.40001603,19.9,0,0,0,0,0,0,0,0,0
451,2,32,97.4064117647059,75.1,1.14280357017294,54.3763809020056,17,92.5985454545454,62.3,2.31624696438008,41.0618277722753,11,101.352333333333,65,12.4954791824884,52.3525319349504,3,71.9236666666667,27.5,2.86434983896872,62.3399173884598,3,-1.659886945,4.5,-.118110086,37.2,.033499956,51.8,1.725011036,96.4,1,0,0,0,0,0,2,0,1
451,2,34,105.557419354839,93.9,4.13284405706291,191.672986620442,31,92.3759285714286,60.6,1.25520131508203,51.2799174001777,14,79.5216428571429,21.5,.297334005917454,63.0606005088069,14,148.214,98.4,2.72391262708626,90.7771496578296,3,-1.572718502,4.6,1.142034104,93.2,-.761256723,17.2,.845560459,94.5,1,0,0,0,0,0,2,0,1
451,2,36,80.5014166666667,1.5,1.98948475886144,114.528157152343,60,100.833787234043,88.4,1.13357840487546,28.6718834400533,47,90.6828181818182,48.6,2.57334412778393,66.3927255051334,11,99.3595,59.6,11.5825954932141,40.9071844663618,2,.478039067,77.3,.918399062,90.3,.725923351,84.1,-.230634997,24.5,0,0,0,0,0,0,0,0,0
485,2,4,91.1824615384615,79.8,.269072480941432,405.672817921043,13, , , , ,0, , , , ,0,102.688307692308,97,1.79524371604525,380.966734112048,13, , ,-.344859983,17.1, , ,.053814268,55.9, ,0, ,0,0,0,1,0, 
485,2,5,94.5909230769231,86.1,25.9068041255575,410.720034208218,13,85.993,28.2,28.7516712557723,128.08672257498,3,81.008,36,55.5186055732816,101.693000203459,2,83.950125,64.6,2.55156584500045,368.393207713114,8,-.843493486,7.9,-.300141916,17.6,-1.047129096,13.9,.595628805,87.2,0,0,0,0,0,0,2,0,0
485,2,6,129.641166666667,100,23.349484876182,414.023421143599,12, , , , ,0,166.597,96.1,47.4338210594461,306.540106889622,2,43.0672,1.8,.243515913237677,402.81830473709,10,2.048820946,92.7,.019791484,64.9,1.482796657,96.8,-.130421026,35.2,0,0,0,0,0,0,0,0,0
485,2,8,114.761357142857,99.7,33.8690022451692,104.568912474172,14,36.519,23.8,32.0980937907534,154.514178313836,1,119.759571428571,83.2,55.0534067973999,103.492469774375,7,102.535833333333,85.3,13.2770765899491,365.204936356219,6,.469047444,90.2,-.475817646,13.6,1.268041393,99,2.24721154,98.7,0,0,0,0,0,0,0,0,0
485,2,9,102.409,99.5,6.9350440544251,499.532017539199,32,162.918,67.6,233.150392665335,107.208132620618,1,82.817,38.2,2.51872983862897,149.719314051327,3,88.1261428571429,87.8,2.9180084299922,471.318547148054,28,-.256823169,35.8,-.41223978,34.4,.334641149,58.4,6.186202807,99.9,0,0,0,0,0,0,0,0,0
485,2,10,116.167333333333,97.7,13.5147105037437,306.306942951021,9,79.9696666666667,23.1,20.8136974130019,128.08672257498,3,13.509,7,19.9056097620746,31.1732481464476,1,42.2162,5.6,3.71651718682963,295.091976339581,5,-1.057966166,1.7,-.166216837,19.7,.224424873,44.4,.012562985,31.1,1,0,0,0,0,0,2,0,1
485,2,13,89.2515555555556,70.2,15.6608109623991,389.052850522908,9, , , , ,0,180,99.1,29.1322227095702,29.1322227095702,1,98.909,88.2,15.1524960721177,343.811667142958,8,-.865285318,3.9,1.400649581,95.6,-1.250457683,7.7,6.263868079,99.9,1,0,1,0,0,0,1,2,1
485,2,15,115.908916666667,99.5,22.5685994186661,195.134518548408,12,123.663,69.5,40.0628169254235,48.78960647515,3,100.671,54.5,16.1945702011507,146.362835873729,5,34.8485,3.7,8.51956009255367,323.509355700516,4,-.018072733,77.3,5.446058148,99.7,.268543182,49.6,-.455918879,14.2,0,0,0,0,0,0,0,2,0
485,2,24,81.9253529411765,57.6,29.1322227095702,199.496422273684,17,114.2858,55.9,29.1322227095702,31.0062477575085,5,95.808,48,22.630091139896,141.737476342709,5,98.9315714285714,86.7,.243310501211932,370.856410083472,7,.220681125,84.7,2.367380434,97.7,1.3760765,97.7,.002459627,41.3,0,0,0,0,0,0,0,2,0
485,2,28,93.404625,96.1,10.5662915952858,460.87844381981,40,45.815,25.5,11.1892805845595,157.593745116994,1,150.444285714286,99,13.674808956618,111.945237058126,7,71.22921875,29.1,2.36487509768605,490.475809650008,32,-.583182594,13.3,7.653631459,100,.426913569,61.8,-.738460549,14.9,0,0,0,0,0,0,0,2,0
485,2,30,72.4719583333333,22.1,2.17919709985122,464.265706788688,25, ,0,0,0,1, , , , ,0,82.0447916666667,70.1,.579648585839831,467.070842064419,24, , ,.02039234,54.3, , ,-.677356301,16, ,0, ,0,0,0,1,0, 
485,2,32,101.958173913044,98.4,15.0312008834956,418.484984796348,23,82.286,24.1,15.6021312646702,128.448526655622,3,122.7815,83,18.0489934966248,114.601351838677,6,89.3514285714286,83.3,4.31593043448026,406.639035954945,14,-.314779457,41.7,1.863024565,97.6,.126984902,40.9,-.065096947,46.9,0,0,0,0,0,0,0,2,0
485,2,38,77.0136756756757,33.8,4.62117950311386,487.270547063949,37,93.006,39,8.62603616964364,105.548743715878,1,109.8145,63.6,23.9759762622291,151.966655730968,4,67.975125,17.7,.269072480941529,493.318707725948,32,-.39594915,38.7,1.293728729,95.1,.457299491,66.9,-.636206808,24.9,0,0,0,0,0,0,0,2,0
485,2,40,58.9655,7.4,15.100802601112,102.159011429014,14,57.444,7.3,19.4430199557579,142.940985375084,3,61.3805,5.1,15.8247943999481,330.659622542715,6,64.1142,29.9,2.16667948714155,306.118066275089,5,2.043254145,96.7,2.190951706,97.1,.261532604,46.7,5.779946776,99.8,0,0,0,0,0,0,0,2,2
487,2,9,84.8964,31.3,.29693799547592,122.470605810086,10,60.598,13.8,1.19928834946514,83.0137311234221,4,118.39775,83.2,8.24659871355607,158.388624111893,4,86.3845,40.2,.0471825158515384,164.471745019448,2, ,48.8, ,56.6, ,60.3, ,14.9,0,0,0,0,0,0,0,0,0
487,2,10,79.6185384615385,10.6,2.87743555537001,161.821017480061,26,75.7489411764706,9.7,2.05766858361595,166.992975001944,17,114.468125,86,1.93647730013989,76.6062820375342,8,145.598,74.6,.206155281280878,73.0078598508407,1, ,36.8, ,65.3, ,7.7, ,43.4,0,0,0,0,0,0,1,0,0
487,2,12,96.6223636363636,60.4,5.32595889492067,158.467334224373,22,85.3613333333333,29.5,2.38018906812043,98.2421625372732,15,122.385,88.8,5.96840012063531,85.8777642932092,5,124.6435,77.4,1.34449863807808,86.2586766908589,2, ,94.7, ,55.2, ,2.7, ,21.6,0,0,0,0,0,0,1,0,0
487,2,20,91.8613529411765,47.2,1.37200583089139,225.991779717759,17,133.958,94.9,.441663407149113,159.517525955505,4,95.343,60.4,.669346768797159,141.047549937012,10,110.032,69.2,.463249392876055,7.74297746348265,3, ,77.4, ,38.2, ,45.1, ,31.8,0,0,0,0,0,0,0,0,0
532,2,1,56.6965,4.7,64.6921888322592,183.221450066555,6,92.3585,38,10.2891971644563,139.886778450824,2,167.942,84.3,8.29151373393304,110.304680317745,1,82.8406666666667,35.8,8.06236937878681,266.030654248716,3,4.143896186,98.4,45.62730678,100,.838389123,95.8,7.176373286,100,0,0,0,0,0,0,0,2,2
532,2,2,109.5784,83.2,14.1215343001174,149.999948065851,10,117.4086,66.1,11.0664176678815,130.755013670605,5,91.423,25.3,5.89237643060929,255.780125302964,3,87.4555,44.1,4.14425901463021,15.8008389556759,2,-.364195075,21.6,4.602591558,98.8,.951425548,92,.107768517,56.5,0,0,0,0,0,0,0,2,0
532,2,3,96.9615714285714,60.3,15.7615798700511,311.873374945666,7,114.787,49.8,5.04147795790081,39.0972121768292,1,164.63,75.4,46.8077183806261,102.388910532342,1,74.4718,23.2,19.868467479904,316.222112446299,5,-.373351335,24,.732816519,87.3,.315922398,66,-.984453191,10.1,0,0,0,0,0,0,0,0,0
532,2,4,83.583875,26.8,8.64136438105228,312.156780259457,8, , , , ,0, , , , ,0,92.993625,51.9,4.08299465459622,326.975281140017,8, , ,-.794807996,13, , ,.773537275,86.6, ,0, ,0,0,0,1,0, 
532,2,8,80.0588421052632,13.3,9.26951994441996,312.39491753228,19,83.151,23.4,10.660816103845,150.813848833587,3, , , , ,0,86.260125,34.2,6.32494213463753,197.869921411696,16, , ,2.047956483,97.6, , ,5.910174089,100, ,0, ,0,0,0,1,2, 
